id,nombre,email,ciudad,fecha_alta
1806,Iván Ramos,iván.ramos1806@correo.pe,Cusco,2025-02-28
1807,Paola Quispe,paola.quispe1807@correo.pe,Arequipa,2024-09-15
1808,Rosa Ramos,rosa.ramos1808@correo.pe,Huancayo,2024-12-10
1809,Sara Paredes,sara.paredes1809@correo.pe,Puno,2024-11-15
1810,Andrés Salazar,andrés.salazar1810@correo.pe,Lima,2025-12-01
1811,Ana Ríos,ana.ríos1811@correo.pe,Iquitos,2025-12-15
1812,Carmen Castillo,carmen.castillo1812@correo.pe,Piura,2026-02-26
1813,Paola Aguilar,paola.aguilar1813@correo.pe,Chiclayo,2024-01-04
1814,Julio Huamán,julio.huamán1814@correo.pe,Cusco,2026-01-21
1815,Rosa Huamán,rosa.huamán1815@correo.pe,Huancayo,2025-11-01
1816,Óscar Cárdenas,óscar.cárdenas1816@correo.pe,Tacna,2025-01-12
1817,Ana Quispe,ana.quispe1817@correo.pe,Trujillo,2025-04-27
1818,Valeria Ramos,valeria.ramos1818@correo.pe,Lima,2025-10-14
1819,Diego Castillo,diego.castillo1819@correo.pe,Huancayo,2025-07-06
1820,Marco Salazar,marco.salazar1820@correo.pe,Trujillo,2025-09-01
1821,Sara Cárdenas,sara.cárdenas1821@correo.pe,Huancayo,2025-04-26
1822,Pablo Ponce,pablo.ponce1822@correo.pe,Arequipa,2024-11-29
1823,Sara Cárdenas,sara.cárdenas1823@correo.pe,Tacna,2025-05-02
1824,Paola Vargas,paola.vargas1824@correo.pe,Arequipa,2024-06-11
1825,Luis Espinoza,luis.espinoza1825@correo.pe,Trujillo,2024-08-30
1826,Óscar Flores,óscar.flores1826@correo.pe,Cusco,2024-02-10
1827,Camila Ríos,camila.ríos1827@correo.pe,Puno,2025-11-11
1828,Nadia Quispe,nadia.quispe1828@correo.pe,Lima,2025-09-08
1829,Elena Castillo,elena.castillo1829@correo.pe,Trujillo,2024-11-18
1830,Camila Flores,camila.flores1830@correo.pe,Cusco,2025-11-29
1831,Jorge Paredes,jorge.paredes1831@correo.pe,Tacna,2024-08-30
1832,Nadia Ponce,nadia.ponce1832@correo.pe,Huancayo,2024-12-03
1833,Ana Paredes,ana.paredes1833@correo.pe,Lima,2026-03-03
1834,Paola Cárdenas,paola.cárdenas1834@correo.pe,Trujillo,2024-06-23
1835,Elena Mendoza,elena.mendoza1835@correo.pe,Arequipa,2024-07-22
1836,Andrés Mendoza,andrés.mendoza1836@correo.pe,Tacna,2025-04-05
1837,Carmen Aguilar,carmen.aguilar1837@correo.pe,Piura,2026-01-03
1838,Ana Mendoza,ana.mendoza1838@correo.pe,Iquitos,2025-12-02
1839,Camila Aguilar,camila.aguilar1839@correo.pe,Tacna,2024-05-04
1840,Julio Paredes,julio.paredes1840@correo.pe,Cusco,2024-07-09
1841,Luis Salazar,luis.salazar1841@correo.pe,Cusco,2025-04-19
1842,Paola Cárdenas,paola.cárdenas1842@correo.pe,Puno,2025-01-21
1843,Andrés Huamán,andrés.huamán1843@correo.pe,Lima,2024-05-18
1844,Luis Rojas,luis.rojas1844@correo.pe,Iquitos,2025-04-29
1845,Carmen Flores,carmen.flores1845@correo.pe,Chiclayo,2025-05-28
1846,Diego Castillo,diego.castillo1846@correo.pe,Puno,2025-06-23
1847,Jorge Chávez,jorge.chávez1847@correo.pe,Tacna,2026-03-06
1848,Rosa Ríos,rosa.ríos1848@correo.pe,Arequipa,2025-09-27
1849,Óscar Castillo,óscar.castillo1849@correo.pe,Iquitos,2025-08-19
1850,Elena Rojas,elena.rojas1850@correo.pe,Arequipa,2025-08-02
1851,Ana Ramos,ana.ramos1851@correo.pe,Huancayo,2024-03-14
1852,Paola Rojas,paola.rojas1852@correo.pe,Lima,2026-01-04
1853,Renzo Aguilar,renzo.aguilar1853@correo.pe,Arequipa,2024-01-29
1854,Marco Aguilar,marco.aguilar1854@correo.pe,Cusco,2024-11-01
1855,Valeria Chávez,valeria.chávez1855@correo.pe,Puno,2024-07-24
1856,Luis Flores,luis.flores1856@correo.pe,Iquitos,2025-08-16
1857,Valeria Flores,valeria.flores1857@correo.pe,Lima,2025-06-26
1858,Camila Vargas,camila.vargas1858@correo.pe,Lima,2025-08-01
1859,Sara Ponce,sara.ponce1859@correo.pe,Huancayo,2025-08-01
1860,Andrés Mendoza,andrés.mendoza1860@correo.pe,Arequipa,2024-03-29
1861,Iván Aguilar,iván.aguilar1861@correo.pe,Chiclayo,2026-01-05
1862,Jorge Huamán,jorge.huamán1862@correo.pe,Cusco,2024-07-19
1863,Sara Cárdenas,sara.cárdenas1863@correo.pe,Piura,2026-03-03
1864,Carmen Ríos,carmen.ríos1864@correo.pe,Trujillo,2025-02-01
1865,Diego Rojas,diego.rojas1865@correo.pe,Piura,2025-07-10
1866,Renzo Aguilar,renzo.aguilar1866@correo.pe,Arequipa,2025-01-24
1867,Marco Espinoza,marco.espinoza1867@correo.pe,Huancayo,2025-03-31
1868,Sara Vargas,sara.vargas1868@correo.pe,Tacna,2025-06-25
1869,Sara Paredes,sara.paredes1869@correo.pe,Chiclayo,2024-03-30
1870,Carmen Rojas,carmen.rojas1870@correo.pe,Huancayo,2024-07-16
1871,Pablo Espinoza,pablo.espinoza1871@correo.pe,Piura,2024-09-13
1872,Elena Mendoza,elena.mendoza1872@correo.pe,Iquitos,2024-08-28
1873,Diego Castillo,diego.castillo1873@correo.pe,Piura,2024-06-19
1874,Óscar Salazar,óscar.salazar1874@correo.pe,Tacna,2025-08-23
1875,Andrés Huamán,andrés.huamán1875@correo.pe,Lima,2025-06-28
1876,Luis Aguilar,luis.aguilar1876@correo.pe,Piura,2026-02-25
1877,Carmen Quispe,carmen.quispe1877@correo.pe,Lima,2024-03-30
1878,Sara Ríos,sara.ríos1878@correo.pe,Trujillo,2025-11-01
1879,Iván Ríos,iván.ríos1879@correo.pe,Trujillo,2024-07-25
1880,Lucía Cárdenas,lucía.cárdenas1880@correo.pe,Tacna,2025-10-07
1881,Andrés Salazar,andrés.salazar1881@correo.pe,Lima,2024-01-30
1882,Sara Paredes,sara.paredes1882@correo.pe,Tacna,2024-09-14
1883,Paola Quispe,paola.quispe1883@correo.pe,Piura,2025-07-30
1884,Jorge Rojas,jorge.rojas1884@correo.pe,Arequipa,2025-10-23
1885,Sara Flores,sara.flores1885@correo.pe,Piura,2024-09-19
1886,Lucía Ramos,lucía.ramos1886@correo.pe,Huancayo,2025-07-23
1887,Julio Ponce,julio.ponce1887@correo.pe,Piura,2024-01-18
1888,Diego Espinoza,diego.espinoza1888@correo.pe,Piura,2025-07-31
1889,Jorge Castillo,jorge.castillo1889@correo.pe,Puno,2026-02-26
1890,Elena Aguilar,elena.aguilar1890@correo.pe,Trujillo,2025-12-15
1891,Valeria Quispe,valeria.quispe1891@correo.pe,Trujillo,2025-08-21
1892,Jorge Vargas,jorge.vargas1892@correo.pe,Piura,2024-02-07
1893,Diego Castillo,diego.castillo1893@correo.pe,Chiclayo,2025-02-20
1894,Carmen Ramos,carmen.ramos1894@correo.pe,Arequipa,2024-02-20
1895,Renzo Vargas,renzo.vargas1895@correo.pe,Arequipa,2024-08-14
1896,Carmen Rojas,carmen.rojas1896@correo.pe,Tacna,2024-01-03
1897,Elena Mendoza,elena.mendoza1897@correo.pe,Arequipa,2024-11-08
1898,Camila Aguilar,camila.aguilar1898@correo.pe,Piura,2025-12-26
1899,Jorge Espinoza,jorge.espinoza1899@correo.pe,Lima,2025-06-01
1900,Pablo Castillo,pablo.castillo1900@correo.pe,Arequipa,2024-09-14
1901,Elena Vargas,elena.vargas1901@correo.pe,Cusco,2024-02-08
1902,Camila Ríos,camila.ríos1902@correo.pe,Arequipa,2025-11-26
1903,Julio Mendoza,julio.mendoza1903@correo.pe,Cusco,2026-02-17
1904,Elena Ríos,elena.ríos1904@correo.pe,Piura,2024-01-01
1905,Diego Flores,diego.flores1905@correo.pe,Chiclayo,2026-03-09
1906,Andrés Ramos,andrés.ramos1906@correo.pe,Piura,2025-02-21
1907,Andrés Rojas,andrés.rojas1907@correo.pe,Cusco,2024-05-13
1908,Pablo Castillo,pablo.castillo1908@correo.pe,Tacna,2025-01-18
1909,Carmen Ponce,carmen.ponce1909@correo.pe,Iquitos,2025-01-06
1910,Nadia Ponce,nadia.ponce1910@correo.pe,Iquitos,2025-01-29
1911,Rosa Ríos,rosa.ríos1911@correo.pe,Lima,2025-01-04
1912,Diego Huamán,diego.huamán1912@correo.pe,Tacna,2025-05-30
1913,Óscar Castillo,óscar.castillo1913@correo.pe,Iquitos,2025-02-27
1914,Valeria Vargas,valeria.vargas1914@correo.pe,Tacna,2024-10-22
1915,Jorge Ríos,jorge.ríos1915@correo.pe,Iquitos,2024-11-15
1916,Luis Rojas,luis.rojas1916@correo.pe,Arequipa,2025-12-03
1917,Rosa Ramos,rosa.ramos1917@correo.pe,Puno,2024-08-31
1918,Luis Quispe,luis.quispe1918@correo.pe,Chiclayo,2025-11-30
1919,Paola Salazar,paola.salazar1919@correo.pe,Iquitos,2025-05-19
1920,Paola Rojas,paola.rojas1920@correo.pe,Lima,2025-01-22
1921,Valeria Mendoza,valeria.mendoza1921@correo.pe,Huancayo,2024-04-08
1922,Camila Huamán,camila.huamán1922@correo.pe,Cusco,2024-10-02
1923,Luis Quispe,luis.quispe1923@correo.pe,Tacna,2025-09-21
1924,Renzo Flores,renzo.flores1924@correo.pe,Piura,2024-03-07
1925,Sara Quispe,sara.quispe1925@correo.pe,Puno,2026-03-08
1926,Iván Castillo,iván.castillo1926@correo.pe,Chiclayo,2025-06-28
1927,Camila Flores,camila.flores1927@correo.pe,Puno,2024-09-13
1928,Camila Ramos,camila.ramos1928@correo.pe,Lima,2026-03-09
1929,Carmen Ponce,carmen.ponce1929@correo.pe,Puno,2024-05-11
1930,Julio Aguilar,julio.aguilar1930@correo.pe,Arequipa,2025-08-02
1931,Elena Paredes,elena.paredes1931@correo.pe,Iquitos,2025-06-17
1932,Luis Ponce,luis.ponce1932@correo.pe,Lima,2025-11-11
1933,Rosa Salazar,rosa.salazar1933@correo.pe,Trujillo,2026-01-23
1934,Sara Mendoza,sara.mendoza1934@correo.pe,Arequipa,2025-06-18
1935,Nadia Castillo,nadia.castillo1935@correo.pe,Tacna,2024-12-17
1936,Rosa Salazar,rosa.salazar1936@correo.pe,Tacna,2024-11-02
1937,Renzo Flores,renzo.flores1937@correo.pe,Cusco,2025-10-18
1938,Carmen Chávez,carmen.chávez1938@correo.pe,Iquitos,2025-08-09
1939,Jorge Vargas,jorge.vargas1939@correo.pe,Huancayo,2024-04-22
1940,Carmen Ramos,carmen.ramos1940@correo.pe,Trujillo,2026-01-15
1941,Iván Quispe,iván.quispe1941@correo.pe,Chiclayo,2024-12-20
1942,Elena Huamán,elena.huamán1942@correo.pe,Lima,2024-12-14
1943,Pablo Flores,pablo.flores1943@correo.pe,Piura,2026-02-14
1944,Jorge Ramos,jorge.ramos1944@correo.pe,Huancayo,2026-02-28
1945,Carmen Salazar,carmen.salazar1945@correo.pe,Tacna,2024-08-31
1946,Nadia Ramos,nadia.ramos1946@correo.pe,Chiclayo,2024-09-30
1947,Jorge Huamán,jorge.huamán1947@correo.pe,Iquitos,2025-06-21
1948,Ana Ramos,ana.ramos1948@correo.pe,Iquitos,2025-01-30
1949,Iván Ponce,iván.ponce1949@correo.pe,Puno,2024-04-26
1950,Luis Castillo,luis.castillo1950@correo.pe,Lima,2025-08-11
1951,Óscar Aguilar,óscar.aguilar1951@correo.pe,Chiclayo,2026-03-02
1952,Diego Espinoza,diego.espinoza1952@correo.pe,Lima,2024-06-30
1953,Andrés Aguilar,andrés.aguilar1953@correo.pe,Puno,2025-10-18
1954,Sara Vargas,sara.vargas1954@correo.pe,Arequipa,2025-02-16
1955,Nadia Salazar,nadia.salazar1955@correo.pe,Puno,2026-02-10
1956,Rosa Mendoza,rosa.mendoza1956@correo.pe,Trujillo,2024-02-24
1957,Lucía Rojas,lucía.rojas1957@correo.pe,Chiclayo,2024-02-01
1958,Óscar Vargas,óscar.vargas1958@correo.pe,Tacna,2025-06-13
1959,Valeria Aguilar,valeria.aguilar1959@correo.pe,Puno,2024-09-28
1960,Diego Salazar,diego.salazar1960@correo.pe,Puno,2024-08-18
1961,Paola Espinoza,paola.espinoza1961@correo.pe,Cusco,2024-08-27
1962,Paola Vargas,paola.vargas1962@correo.pe,Huancayo,2024-05-06
1963,Marco Castillo,marco.castillo1963@correo.pe,Chiclayo,2025-06-30
1964,Óscar Vargas,óscar.vargas1964@correo.pe,Chiclayo,2025-01-15
1965,Nadia Vargas,nadia.vargas1965@correo.pe,Cusco,2024-04-24
1966,Nadia Ríos,nadia.ríos1966@correo.pe,Lima,2025-07-26
1967,Diego Cárdenas,diego.cárdenas1967@correo.pe,Iquitos,2025-06-01
1968,Elena Cárdenas,elena.cárdenas1968@correo.pe,Trujillo,2024-03-16
1969,Valeria Rojas,valeria.rojas1969@correo.pe,Arequipa,2025-04-20
1970,Jorge Salazar,jorge.salazar1970@correo.pe,Arequipa,2024-04-08
1971,Rosa Castillo,rosa.castillo1971@correo.pe,Tacna,2024-01-16
1972,Valeria Castillo,valeria.castillo1972@correo.pe,Puno,2024-01-09
1973,Nadia Flores,nadia.flores1973@correo.pe,Puno,2025-05-23
1974,Iván Ramos,iván.ramos1974@correo.pe,Chiclayo,2024-04-07
1975,Rosa Paredes,rosa.paredes1975@correo.pe,Piura,2025-05-06
1976,Ana Ponce,ana.ponce1976@correo.pe,Iquitos,2025-01-05
1977,Camila Ramos,camila.ramos1977@correo.pe,Iquitos,2024-07-02
1978,Óscar Huamán,óscar.huamán1978@correo.pe,Iquitos,2025-11-12
1979,Julio Ponce,julio.ponce1979@correo.pe,Iquitos,2025-06-05
1980,Diego Salazar,diego.salazar1980@correo.pe,Lima,2025-08-17
1981,Valeria Mendoza,valeria.mendoza1981@correo.pe,Trujillo,2024-06-01
1982,Diego Mendoza,diego.mendoza1982@correo.pe,Tacna,2025-01-22
1983,Rosa Flores,rosa.flores1983@correo.pe,Chiclayo,2024-01-14
1984,Ana Aguilar,ana.aguilar1984@correo.pe,Puno,2024-07-18
1985,Sara Espinoza,sara.espinoza1985@correo.pe,Cusco,2024-01-22
1986,Jorge Ríos,jorge.ríos1986@correo.pe,Arequipa,2025-07-17
1987,Lucía Paredes,lucía.paredes1987@correo.pe,Lima,2025-11-02
1988,Andrés Ramos,andrés.ramos1988@correo.pe,Arequipa,2025-02-25
1989,Iván Espinoza,iván.espinoza1989@correo.pe,Iquitos,2025-11-07
1990,Ana Salazar,ana.salazar1990@correo.pe,Trujillo,2025-05-20
1991,Paola Cárdenas,paola.cárdenas1991@correo.pe,Tacna,2024-05-14
1992,Ana Rojas,ana.rojas1992@correo.pe,Puno,2025-11-12
1993,Rosa Aguilar,rosa.aguilar1993@correo.pe,Iquitos,2025-05-19
1994,Elena Vargas,elena.vargas1994@correo.pe,Chiclayo,2025-10-12
1995,Valeria Huamán,valeria.huamán1995@correo.pe,Cusco,2024-04-17
1996,Lucía Huamán,lucía.huamán1996@correo.pe,Cusco,2024-07-19
1997,Óscar Huamán,óscar.huamán1997@correo.pe,Puno,2024-02-27
1998,Óscar Cárdenas,óscar.cárdenas1998@correo.pe,Piura,2025-06-26
1999,Julio Salazar,julio.salazar1999@correo.pe,Lima,2024-10-28
2000,Ana Ramos,ana.ramos2000@correo.pe,Piura,2024-05-04
